"Dept","Whitehall","value","measure","Period","group","change"
"Welsh Gov","Departmental Group",-0.067736185,"Cumulative_Perc_net_change","2012Q2","Welsh Gov-Departmental Group",-Inf
"Welsh Gov","Departmental Group",-0.053475936,"Cumulative_Perc_net_change","2012Q3","Welsh Gov-Departmental Group",-Inf
"Welsh Gov","Departmental Group",-0.053475936,"Cumulative_Perc_net_change","2012Q4","Welsh Gov-Departmental Group",-Inf
"Welsh Gov","Departmental Group",-0.046345811,"Cumulative_Perc_net_change","2013Q1","Welsh Gov-Departmental Group",-Inf
"Welsh Gov","Departmental Group",-0.028652783,"Cumulative_Perc_net_change","2013Q2","Welsh Gov-Departmental Group",-Inf
"Welsh Gov","Departmental Group",-0.021575572,"Cumulative_Perc_net_change","2013Q3","Welsh Gov-Departmental Group",-Inf
"Welsh Gov","Departmental Group",-0.026883481,"Cumulative_Perc_net_change","2013Q4","Welsh Gov-Departmental Group",-Inf
"Welsh Gov","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","Welsh Gov-Non-Whitehall",NA
"Welsh Gov","Non-Whitehall",-0.010695187,"Cumulative_Perc_net_change","2010Q4","Welsh Gov-Non-Whitehall",-Inf
"Welsh Gov","Non-Whitehall",-0.028520499,"Cumulative_Perc_net_change","2011Q1","Welsh Gov-Non-Whitehall",-Inf
"Welsh Gov","Non-Whitehall",-0.055258467,"Cumulative_Perc_net_change","2011Q2","Welsh Gov-Non-Whitehall",-Inf
"Welsh Gov","Non-Whitehall",-0.08912656,"Cumulative_Perc_net_change","2011Q3","Welsh Gov-Non-Whitehall",-Inf
"Welsh Gov","Non-Whitehall",-0.090909091,"Cumulative_Perc_net_change","2011Q4","Welsh Gov-Non-Whitehall",-Inf
"Welsh Gov","Non-Whitehall",-0.078431373,"Cumulative_Perc_net_change","2012Q1","Welsh Gov-Non-Whitehall",-Inf
"Welsh Gov","Non-Whitehall",-0.067736185,"Cumulative_Perc_net_change","2012Q2","Welsh Gov-Non-Whitehall",-Inf
"Welsh Gov","Non-Whitehall",-0.053475936,"Cumulative_Perc_net_change","2012Q3","Welsh Gov-Non-Whitehall",-Inf
"Welsh Gov","Non-Whitehall",-0.053475936,"Cumulative_Perc_net_change","2012Q4","Welsh Gov-Non-Whitehall",-Inf
"Welsh Gov","Non-Whitehall",-0.046345811,"Cumulative_Perc_net_change","2013Q1","Welsh Gov-Non-Whitehall",-Inf
"Welsh Gov","Non-Whitehall",-0.028652783,"Cumulative_Perc_net_change","2013Q2","Welsh Gov-Non-Whitehall",-Inf
"Welsh Gov","Non-Whitehall",-0.021575572,"Cumulative_Perc_net_change","2013Q3","Welsh Gov-Non-Whitehall",-Inf
"Welsh Gov","Non-Whitehall",-0.026883481,"Cumulative_Perc_net_change","2013Q4","Welsh Gov-Non-Whitehall",-Inf
"Welsh Gov","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","Welsh Gov-Whitehall",NA
"Welsh Gov","Whitehall",NA,"Cumulative_Perc_net_change","2010Q4","Welsh Gov-Whitehall",NA
"Welsh Gov","Whitehall",NA,"Cumulative_Perc_net_change","2011Q1","Welsh Gov-Whitehall",NA
"Welsh Gov","Whitehall",NA,"Cumulative_Perc_net_change","2011Q2","Welsh Gov-Whitehall",NA
"Welsh Gov","Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","Welsh Gov-Whitehall",NA
"Welsh Gov","Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","Welsh Gov-Whitehall",NA
"Welsh Gov","Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","Welsh Gov-Whitehall",NA
"Welsh Gov","Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","Welsh Gov-Whitehall",NA
"Welsh Gov","Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","Welsh Gov-Whitehall",NA
"Welsh Gov","Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","Welsh Gov-Whitehall",NA
"Welsh Gov","Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","Welsh Gov-Whitehall",NA
"Welsh Gov","Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","Welsh Gov-Whitehall",NA
"Welsh Gov","Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","Welsh Gov-Whitehall",NA
"Welsh Gov","Whitehall",NA,"Cumulative_Perc_net_change","2013Q4","Welsh Gov-Whitehall",NA
