"variable","dimension","split","value","measure","questiontext","split_n","dim_id","eng_score_component"
"b04","Time in current job","5 years but less than 10 years",0.45,"B04","I feel involved in the decisions that affect my work",53962,"H02",FALSE
"b04","Time in current job","10 years or more",0.44,"B04","I feel involved in the decisions that affect my work",53584,"H02",FALSE
"b04","Time in organisation (or predecessor)","Less than 1 year",0.57,"B04","I feel involved in the decisions that affect my work",16436,"H03",FALSE
"b04","Time in organisation (or predecessor)","1 year but less than 3 years",0.53,"B04","I feel involved in the decisions that affect my work",17550,"H03",FALSE
"b04","Time in organisation (or predecessor)","3 years but less than 5 years",0.5,"B04","I feel involved in the decisions that affect my work",20460,"H03",FALSE
"b04","Time in organisation (or predecessor)","5 years but less than 10 years",0.47,"B04","I feel involved in the decisions that affect my work",48419,"H03",FALSE
"b04","Time in organisation (or predecessor)","10 years or more",0.53,"B04","I feel involved in the decisions that affect my work",147675,"H03",FALSE
"b04","Time in Civil Service","Less than 1 year",0.57,"B04","I feel involved in the decisions that affect my work",14876,"H04",FALSE
"b04","Time in Civil Service","1 year but less than 3 years",0.52,"B04","I feel involved in the decisions that affect my work",12249,"H04",FALSE
"b04","Time in Civil Service","3 years but less than 5 years",0.49,"B04","I feel involved in the decisions that affect my work",17299,"H04",FALSE
"b04","Time in Civil Service","5 years but less than 10 years",0.47,"B04","I feel involved in the decisions that affect my work",44849,"H04",FALSE
"b04","Time in Civil Service","10 years or more",0.52,"B04","I feel involved in the decisions that affect my work",154217,"H04",FALSE
"b04","Manager status","Non-manager",0.44,"B04","I feel involved in the decisions that affect my work",185009,"H05",FALSE
"b04","Manager status","Manager",0.68,"B04","I feel involved in the decisions that affect my work",81009,"H05",FALSE
"b04","Working pattern","Full-time",0.53,"B04","I feel involved in the decisions that affect my work",216469,"H06",FALSE
"b04","Working pattern","Part-time",0.47,"B04","I feel involved in the decisions that affect my work",50954,"H06",FALSE
"b04","Working pattern","Job-share",0.54,"B04","I feel involved in the decisions that affect my work",821,"H06",FALSE
"b04","Employment status","Permanent contract",0.51,"B04","I feel involved in the decisions that affect my work",251751,"H07",FALSE
"b04","Employment status","Fixed term contract",0.53,"B04","I feel involved in the decisions that affect my work",9840,"H07",FALSE
"b04","Employment status","Loaned from other CS organisation",0.66,"B04","I feel involved in the decisions that affect my work",2270,"H07",FALSE
"b04","Employment status","Temporary/agency worker",0.5,"B04","I feel involved in the decisions that affect my work",2435,"H07",FALSE
"b04","Employment status","Contractor/freelancer",0.62,"B04","I feel involved in the decisions that affect my work",1167,"H07",FALSE
"b04","Employment status","Secondee from outside CS",0.69,"B04","I feel involved in the decisions that affect my work",1185,"H07",FALSE
"b04","Occupation of main role - major groups","Operations",0.48,"B04","I feel involved in the decisions that affect my work",158154,"H08",FALSE
"b04","Occupation of main role - major groups","Corporate Services",0.59,"B04","I feel involved in the decisions that affect my work",47213,"H08",FALSE
"b04","Occupation of main role - major groups","Policy",0.66,"B04","I feel involved in the decisions that affect my work",17102,"H08",FALSE
"b04","Occupation of main role - major groups","Specialist services",0.55,"B04","I feel involved in the decisions that affect my work",27836,"H08",FALSE
"b04","Occupation of main role - major groups","Other",0.46,"B04","I feel involved in the decisions that affect my work",14756,"H08",FALSE
"b04","Development scheme","Not on a development scheme",0.51,"B04","I feel involved in the decisions that affect my work",255315,"H09",FALSE
"b04","Development scheme","Civil Service Fast Stream schemes",0.63,"B04","I feel involved in the decisions that affect my work",2285,"H09",FALSE
"b04","Development scheme","Other development scheme",0.62,"B04","I feel involved in the decisions that affect my work",5666,"H09",FALSE
"b04","Sex","Male",0.53,"B04","I feel involved in the decisions that affect my work",113109,"J01",FALSE
"b04","Sex","Female",0.54,"B04","I feel involved in the decisions that affect my work",125295,"J01",FALSE
"b04","Age","Aged 16-34",0.52,"B04","I feel involved in the decisions that affect my work",52923,"J02",FALSE
"b04","Age","Aged 35-44",0.55,"B04","I feel involved in the decisions that affect my work",60476,"J02",FALSE
"b04","Age","Aged 45-54",0.55,"B04","I feel involved in the decisions that affect my work",79941,"J02",FALSE
"b04","Age","Aged 55+",0.51,"B04","I feel involved in the decisions that affect my work",40346,"J02",FALSE
"b04","Ethnicity - binary","White",0.53,"B04","I feel involved in the decisions that affect my work",216883,"J03",FALSE
"b04","Ethnicity - binary","BME",0.56,"B04","I feel involved in the decisions that affect my work",22776,"J03",FALSE
"b04","Ethnicity - major group","White",0.53,"B04","I feel involved in the decisions that affect my work",216883,"J03",FALSE
"b04","Ethnicity - major group","Mixed",0.55,"B04","I feel involved in the decisions that affect my work",3319,"J03",FALSE
"b04","Ethnicity - major group","Asian",0.58,"B04","I feel involved in the decisions that affect my work",11620,"J03",FALSE
"b04","Ethnicity - major group","Black",0.54,"B04","I feel involved in the decisions that affect my work",6511,"J03",FALSE
"b04","Ethnicity - major group","Other ethnic group",0.57,"B04","I feel involved in the decisions that affect my work",1326,"J03",FALSE
"b04","Long-term health","No long-term limiting illness or condition",0.54,"B04","I feel involved in the decisions that affect my work",227203,"J04",FALSE
"b04","Long-term health","Long-term limiting illness or condition",0.4,"B04","I feel involved in the decisions that affect my work",20700,"J04",FALSE
"b04","Caring status","Not a carer",0.54,"B04","I feel involved in the decisions that affect my work",194596,"J05",FALSE
"b04","Caring status","Carer for others",0.49,"B04","I feel involved in the decisions that affect my work",56905,"J05",FALSE
"b04","Childcare status","No childcare responsibilities",0.52,"B04","I feel involved in the decisions that affect my work",165273,"J06",FALSE
"b04","Childcare status","Has childcare responsibilities",0.54,"B04","I feel involved in the decisions that affect my work",85962,"J06",FALSE
"b04","Sexual identity","Heterosexual/straight",0.54,"B04","I feel involved in the decisions that affect my work",223402,"J07",FALSE
"b04","Sexual identity","Gay, lesbian or bisexual",0.51,"B04","I feel involved in the decisions that affect my work",7524,"J07",FALSE
"b04","Sexual identity","Other",0.4,"B04","I feel involved in the decisions that affect my work",1541,"J07",FALSE
"b04","Religious identity","No religion",0.51,"B04","I feel involved in the decisions that affect my work",84120,"J08",FALSE
"b04","Religious identity","Christian",0.55,"B04","I feel involved in the decisions that affect my work",131231,"J08",FALSE
"b04","Religious identity","Buddhist",0.5,"B04","I feel involved in the decisions that affect my work",1389,"J08",FALSE
"b04","Religious identity","Hindu",0.6,"B04","I feel involved in the decisions that affect my work",3539,"J08",FALSE
"b04","Religious identity","Jewish",0.5,"B04","I feel involved in the decisions that affect my work",815,"J08",FALSE
"b04","Religious identity","Muslim",0.57,"B04","I feel involved in the decisions that affect my work",5725,"J08",FALSE
"b04","Religious identity","Sikh",0.52,"B04","I feel involved in the decisions that affect my work",1433,"J08",FALSE
"b04","Religious identity","Any other religion",0.43,"B04","I feel involved in the decisions that affect my work",4221,"J08",FALSE
"b05","Grade","AO/AA",0.5,"B05","I have a choice in deciding how I do my work",77720,"",FALSE
"b05","Grade","EO",0.61,"B05","I have a choice in deciding how I do my work",72857,"",FALSE
"b05","Grade","SEO/HEO",0.75,"B05","I have a choice in deciding how I do my work",68329,"",FALSE
"b05","Grade","G6/G7",0.82,"B05","I have a choice in deciding how I do my work",27956,"",FALSE
"b05","Grade","SCS",0.91,"B05","I have a choice in deciding how I do my work",4193,"",FALSE
"b05","Country usually work in","England",0.64,"B05","I have a choice in deciding how I do my work",210200,"H01",FALSE
"b05","Country usually work in","Scotland",0.64,"B05","I have a choice in deciding how I do my work",25648,"H01",FALSE
"b05","Country usually work in","Wales",0.64,"B05","I have a choice in deciding how I do my work",18642,"H01",FALSE
"b05","Country usually work in","Northern Ireland",0.58,"B05","I have a choice in deciding how I do my work",1476,"H01",FALSE
"b05","Country usually work in","Overseas",0.71,"B05","I have a choice in deciding how I do my work",12861,"H01",FALSE
"b05","Region of England usually work in","East Midlands",0.61,"B05","I have a choice in deciding how I do my work",12102,"H1A",FALSE
"b05","Region of England usually work in","East of England",0.62,"B05","I have a choice in deciding how I do my work",11063,"H1A",FALSE
"b05","Region of England usually work in","London",0.71,"B05","I have a choice in deciding how I do my work",51504,"H1A",FALSE
"b05","Region of England usually work in","North East England",0.56,"B05","I have a choice in deciding how I do my work",18532,"H1A",FALSE
"b05","Region of England usually work in","North West England",0.6,"B05","I have a choice in deciding how I do my work",28406,"H1A",FALSE
"b05","Region of England usually work in","South East England",0.63,"B05","I have a choice in deciding how I do my work",25591,"H1A",FALSE
"b05","Region of England usually work in","South West England",0.69,"B05","I have a choice in deciding how I do my work",27808,"H1A",FALSE
"b05","Region of England usually work in","West Midlands",0.6,"B05","I have a choice in deciding how I do my work",15854,"H1A",FALSE
"b05","Region of England usually work in","Yorkshire and the Humber",0.62,"B05","I have a choice in deciding how I do my work",17330,"H1A",FALSE
"b05","Time in current job","Less than 1 year",0.71,"B05","I have a choice in deciding how I do my work",58890,"H02",FALSE
"b05","Time in current job","1 year but less than 3 years",0.7,"B05","I have a choice in deciding how I do my work",61428,"H02",FALSE
"b05","Time in current job","3 years but less than 5 years",0.65,"B05","I have a choice in deciding how I do my work",38332,"H02",FALSE
"b05","Time in current job","5 years but less than 10 years",0.59,"B05","I have a choice in deciding how I do my work",53962,"H02",FALSE
"b05","Time in current job","10 years or more",0.56,"B05","I have a choice in deciding how I do my work",53584,"H02",FALSE
"b05","Time in organisation (or predecessor)","Less than 1 year",0.69,"B05","I have a choice in deciding how I do my work",16436,"H03",FALSE
"b05","Time in organisation (or predecessor)","1 year but less than 3 years",0.67,"B05","I have a choice in deciding how I do my work",17550,"H03",FALSE
"b05","Time in organisation (or predecessor)","3 years but less than 5 years",0.65,"B05","I have a choice in deciding how I do my work",20460,"H03",FALSE
"b05","Time in organisation (or predecessor)","5 years but less than 10 years",0.61,"B05","I have a choice in deciding how I do my work",48419,"H03",FALSE
"b05","Time in organisation (or predecessor)","10 years or more",0.66,"B05","I have a choice in deciding how I do my work",147675,"H03",FALSE
"b05","Time in Civil Service","Less than 1 year",0.69,"B05","I have a choice in deciding how I do my work",14876,"H04",FALSE
"b05","Time in Civil Service","1 year but less than 3 years",0.65,"B05","I have a choice in deciding how I do my work",12249,"H04",FALSE
"b05","Time in Civil Service","3 years but less than 5 years",0.65,"B05","I have a choice in deciding how I do my work",17299,"H04",FALSE
"b05","Time in Civil Service","5 years but less than 10 years",0.61,"B05","I have a choice in deciding how I do my work",44849,"H04",FALSE
"b05","Time in Civil Service","10 years or more",0.66,"B05","I have a choice in deciding how I do my work",154217,"H04",FALSE
"b05","Manager status","Non-manager",0.58,"B05","I have a choice in deciding how I do my work",185009,"H05",FALSE
"b05","Manager status","Manager",0.79,"B05","I have a choice in deciding how I do my work",81009,"H05",FALSE
"b05","Working pattern","Full-time",0.66,"B05","I have a choice in deciding how I do my work",216469,"H06",FALSE
